,merchant_id,created_datetime_dubai,order_id,aed_amount,consumer_id,cluster_country,shared_ip,created_datetime_dubai_string,which_day,which_month,mtd,merchant_name,in_store
0,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-03,2c4565cf-3354-447d-aa8c-4b2be1879940,2.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-03,,,,PayLater Test Merchant,False
1,e9d41268-9b8b-454a-972a-0648ceea313c,2024-04-01,6777602e-8539-4785-b2d2-0bcd07297066,5.0,806cb8b7-a842-45fc-a2b3-17ea3ff17946,QAT,0.0,2024-04-01,,,,PayLater Test Merchant,False
2,e9d41268-9b8b-454a-972a-0648ceea313c,2024-04-30,09f162c5-d084-456d-af08-41fd36cbdc72,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-04-30,,,,PayLater Test Merchant,False
3,e9d41268-9b8b-454a-972a-0648ceea313c,2024-04-30,d15de53d-d82d-41e1-937a-2088f4b193b9,1.0,a9cb6f21-cfa7-4628-a38d-53fa55d31577,QAT,0.0,2024-04-30,,,,PayLater Test Merchant,False
4,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-02,cfddefe7-b88a-465f-bad2-10fc7975af8d,4.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-02,,,,PayLater Test Merchant,False
5,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-03,39ffd4f6-677b-4d44-83c1-9b82b5f6c3f9,2.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-03,,,,PayLater Test Merchant,False
6,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-03,5493705e-9df7-4d5e-be07-91bb788f7e84,4.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-03,,,,PayLater Test Merchant,False
7,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-07,d48ad37c-f193-4596-b45c-d5935413b4c8,10.0,bccbec91-43be-4772-994e-948baf86fb46,QAT,0.0,2024-05-07,,,,PayLater Test Merchant,False
8,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-06,1bc81ace-f3fb-4266-b877-64a70b641016,4.0,bccbec91-43be-4772-994e-948baf86fb46,QAT,0.0,2024-05-06,,,,PayLater Test Merchant,False
9,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-06,19e583e5-fdd4-4657-9765-b558eddb286d,1.0,bccbec91-43be-4772-994e-948baf86fb46,QAT,0.0,2024-05-06,,,,PayLater Test Merchant,False
10,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-07,a6c9c394-3366-4fc5-bf67-09ad07e8346a,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-07,,,,PayLater Test Merchant,False
11,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-07,8c047eac-6125-4662-8085-9d0746e331c4,10.0,bccbec91-43be-4772-994e-948baf86fb46,QAT,0.0,2024-05-07,,,,PayLater Test Merchant,False
12,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-07,b04b9d3f-fae0-4dec-bc2c-06e9d6d3d2b9,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-07,,,,PayLater Test Merchant,False
13,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-08,fd6420da-411d-49df-9bcb-39e4a274d485,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-08,,,,PayLater Test Merchant,False
14,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-07,a55c86fc-6fa7-4fae-8b3d-c8ae210dd256,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-07,,,,PayLater Test Merchant,False
15,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-08,dbc937c0-e551-4fbf-9b0d-cd58ef297e51,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-08,,,,PayLater Test Merchant,False
16,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-08,ff7131b5-3c8b-47dd-b483-dad0214a0c11,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-08,,,,PayLater Test Merchant,False
17,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-16,f8f67145-33f5-4091-a364-d76c1707152f,2.0,a484d9bb-45df-4ea7-8864-7b5839c1dc07,QAT,0.0,2024-05-16,,,,PayLater Test Merchant,False
18,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-09,7b042b8b-26f2-4a38-9dff-d81d2bc57bb4,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-09,,,,PayLater Test Merchant,False
19,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-14,cc8c1126-0eef-4179-81ec-6b517c1d8dc5,1.0,1fc7e142-9cde-4693-8614-89ce8541121b,QAT,1.0,2024-05-14,,,,PayLater Test Merchant,False
20,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-09,20767aa6-c906-438c-8a91-ebed5a63bddd,1.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-09,,,,PayLater Test Merchant,False
21,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-14,26d54083-90d9-477c-ae7b-07d101f719d4,1.0,1fc7e142-9cde-4693-8614-89ce8541121b,QAT,0.0,2024-05-14,,,,PayLater Test Merchant,False
22,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-11,f5ea1f05-5c26-4cd8-9dd7-78afaa086410,10.0,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,QAT,0.0,2024-05-11,,,,PayLater Test Merchant,False
23,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-14,26e324aa-db12-4c64-a749-f0002327841b,2.0,1fc7e142-9cde-4693-8614-89ce8541121b,QAT,0.0,2024-05-14,,,,PayLater Test Merchant,False
24,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-19,6bb00fd3-2e11-4fc2-a36a-58de56606f9c,4.0,5914439a-f06f-442e-a5ef-39fc973fff93,QAT,0.0,2024-05-19,,,,PayLater Test Merchant,False
25,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-16,019623cb-c59e-44fb-834c-161b202018bd,1.0,a484d9bb-45df-4ea7-8864-7b5839c1dc07,QAT,1.0,2024-05-16,,,,PayLater Test Merchant,False
26,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-19,e6b127fc-03b9-4bdb-92a6-16c62630fe1e,2.0,5914439a-f06f-442e-a5ef-39fc973fff93,QAT,0.0,2024-05-19,,,,PayLater Test Merchant,False
27,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-19,056b53d3-850a-4a4e-9a1c-53456f2576da,1.0,44a1b407-3cb3-4c81-9fef-60362cf65902,QAT,1.0,2024-05-19,,,,PayLater Test Merchant,False
28,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-19,bf61daef-0171-430e-afe4-d4b47c076c9e,2.0,44a1b407-3cb3-4c81-9fef-60362cf65902,QAT,0.0,2024-05-19,,,,PayLater Test Merchant,False
29,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-20,c272518e-57b3-43e3-a37e-b0f939d17d3f,2.0,44a1b407-3cb3-4c81-9fef-60362cf65902,QAT,0.0,2024-05-20,,,,PayLater Test Merchant,False
30,e9d41268-9b8b-454a-972a-0648ceea313c,2024-05-20,8990759e-cba9-4243-9d4d-a17c7b1cc35f,1.0,5914439a-f06f-442e-a5ef-39fc973fff93,QAT,0.0,2024-05-20,,,,PayLater Test Merchant,False
31,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,2024-07-18,78312870-89ca-4e82-8620-577175c8fb75,159.5,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,QAT,0.0,2024-07-18,,last_to_last_month,,Approved Market,False
32,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-07-21,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,1119.0,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,QAT,0.0,2024-07-21,,last_to_last_month,,Store 974,False
33,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-07-21,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,1119.0,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,QAT,0.0,2024-07-21,,last_to_last_month,,Store 974,False
34,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-07-24,9d6a7f82-60f0-410b-a94f-1752b873a935,577.0,2905bfa0-41ee-498f-b076-cca3738285f7,QAT,1.0,2024-07-24,,last_to_last_month,,Store 974,False
35,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-08-03,3cb6b44e-4698-429d-b166-743be1ad0c83,1663.0,52ae0b53-4a31-4833-b022-61c3e36b8986,QAT,1.0,2024-08-03,,last_month,last_month,Store 974,False
36,e9d41268-9b8b-454a-972a-0648ceea313c,2024-08-01,16df9a2e-2fc5-4f72-a329-a1d7aa11cabb,220.0,4fd843d3-b8fa-4763-a5b3-807df67900b0,QAT,1.0,2024-08-01,,last_month,last_month,PayLater Test Merchant,False
37,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-08-01,fb247512-ad0c-4ffd-ac40-64b8eb6d7420,3799.0,6cea7f8f-77a8-4f06-be73-e5660fccd904,QAT,0.0,2024-08-01,,last_month,last_month,Store 974,False
38,e9d41268-9b8b-454a-972a-0648ceea313c,2024-08-06,8dec6c61-9598-4c5a-8e99-68702ccefcd4,1.0,438994b0-b6c6-4c0a-a5bf-0da8f74e3884,QAT,1.0,2024-08-06,,last_month,last_month,PayLater Test Merchant,False
39,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-08-11,49d40a37-f572-4fd5-bb6c-041bf22119d9,1918.0,c1092bd1-304c-447e-afeb-8556b4ed27cb,QAT,0.0,2024-08-11,,last_month,last_month,Store 974,False
40,b85d3ac4-1e22-4d4f-b180-f6b424fcab8f,2024-08-15,4738113f-9218-48dd-a09d-a897428fb49b,500.0,2dc9d2bb-6ce2-4ae4-bd09-1b284713170c,QAT,0.0,2024-08-15,last_month_today,last_month,last_month,U Events,False
41,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-08-15,c961cf7c-c17b-4bff-9552-f071328beafe,599.0,cb3cf0c8-8c0d-4630-a098-c90f7db17680,QAT,1.0,2024-08-15,last_month_today,last_month,last_month,Store 974,False
42,dfe044f2-fb3a-42b4-b42f-fec46043476c,2024-08-19,c81f6f9f-9dd6-4d94-8e10-e539b756ffba,599.0,e53c9e86-f31f-43bc-9783-4b64b1004cd9,QAT,0.0,2024-08-19,,last_month,,Tech Station Trading,False
43,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-20,f18b6970-0fe2-429f-8927-9fae982f3eb3,4000.0,68319604-1330-4cdd-81ed-1017118accb4,QAT,1.0,2024-08-20,,last_month,,People's Telecom,False
44,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-20,d4f8035f-4719-41fa-afa3-b61a969c084b,4000.0,c39d9814-453c-4a19-9794-c228a01fed5e,QAT,0.0,2024-08-20,,last_month,,People's Telecom,False
45,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,2024-08-21,0bbab06a-bf69-4fff-b847-06b0dff432b1,274.5,22218266-be73-493b-8e8e-ed584a17dd23,QAT,1.0,2024-08-21,,last_month,,Approved Market,False
46,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-22,11573e1e-4475-40e3-991b-bcba1de79332,699.0,941add44-950f-4ad3-8488-efaba38c5ff6,QAT,0.0,2024-08-22,,last_month,,People's Telecom,False
47,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-22,c1a178f8-2bb8-4efe-8577-d5d07bee6173,4000.0,082ffeef-9657-48c4-9cad-a5f9976e0fd8,QAT,1.0,2024-08-22,,last_month,,People's Telecom,False
48,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,2024-08-22,de202ec5-fe14-458d-85ab-b55e2ec869bd,305.75,2c6d2370-705b-4fd0-b426-6a83f509c85d,QAT,1.0,2024-08-22,,last_month,,Approved Market,False
49,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-23,827e0ea2-67ab-4efa-b190-28fe6d8ae5c0,1589.0,115e5120-0de0-454d-aef9-a35ee1148146,QAT,0.0,2024-08-23,,last_month,,People's Telecom,False
50,a1008604-16c2-4cc4-a826-4a5a8998e72c,2024-08-24,e16a3c2e-0020-474c-be77-09f870cf4f6e,1390.0,aba22397-ce77-4296-9ff6-579080e08afc,QAT,0.0,2024-08-24,,last_month,,Joy Travels,False
51,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-27,ad3b8f04-07f7-4f4e-854b-f98c754c151d,799.0,a8a4d3a6-8dde-4f5f-bd7e-47d97ed94130,QAT,1.0,2024-08-27,,last_month,,People's Telecom,False
52,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-26,3582faff-9d80-4588-b89f-3b0129a63c96,4000.0,4fcf3658-06dd-498c-8ee4-584546cd55f1,QAT,0.0,2024-08-26,,last_month,,People's Telecom,False
53,f27c1cb9-7394-4b68-b329-b82bcb6bca29,2024-08-27,515e6208-f389-472d-9b71-1853c10d673d,1180.0,e9aeba75-0a38-4e5c-98f4-150ba6b0a142,QAT,0.0,2024-08-27,,last_month,,Viva Store,False
54,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-27,bf5db467-0f0d-45d1-87a2-90857a6aa28b,439.0,2b32bae4-c51a-46b7-bdc0-feecbdf08bc4,QAT,1.0,2024-08-27,,last_month,,People's Telecom,False
55,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-28,c40816ca-3a47-4e01-b5f7-aea7cb59be31,348.0,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,QAT,0.0,2024-08-28,,last_month,,People's Telecom,False
56,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-29,38236d6e-a618-494a-915c-e1f149a4e611,3769.0,59584325-cff0-4899-a9f9-cea9bc6bc539,QAT,1.0,2024-08-29,,last_month,,People's Telecom,False
57,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-28,5c79f8b9-0f6a-4550-a70f-05765e116357,300.0,348efa9a-f438-4eaf-a583-d3e3330638c8,QAT,0.0,2024-08-28,,last_month,,People's Telecom,False
58,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-28,bed38b75-2803-4298-ae89-683c9063b878,488.0,05733e4c-2dd3-4a4d-97e3-114f1036602c,QAT,0.0,2024-08-28,,last_month,,People's Telecom,False
59,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-28,37d6f832-c699-455e-a415-393512b6611d,3819.0,b6078646-ecd7-4722-8507-0e4602a0e300,QAT,1.0,2024-08-28,,last_month,,People's Telecom,False
60,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-29,b95780bd-a214-4df4-b942-f93db268fff0,799.0,59584325-cff0-4899-a9f9-cea9bc6bc539,QAT,0.0,2024-08-29,,last_month,,People's Telecom,False
61,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-29,698e3b1d-0905-428f-8b50-cb79a7666978,2529.0,5a8dbfa5-c40d-4476-84f2-29fbda75b8af,QAT,0.0,2024-08-29,,last_month,,People's Telecom,False
62,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-29,503d5861-0093-4148-996b-31a983ddb620,1299.0,c2e48e72-70b4-4194-80eb-bb7fcb2c1fb3,QAT,0.0,2024-08-29,,last_month,,People's Telecom,False
63,f27c1cb9-7394-4b68-b329-b82bcb6bca29,2024-08-29,7957fdd6-aba6-4af2-8167-64d4888fe3f8,1399.0,2c6d2370-705b-4fd0-b426-6a83f509c85d,QAT,0.0,2024-08-29,,last_month,,Viva Store,False
64,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-29,0ca21c07-b72e-4456-b73c-df15f5d2fb4f,779.0,81c938d3-2f83-4fe3-8260-6780efb17634,QAT,0.0,2024-08-29,,last_month,,People's Telecom,False
65,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-30,6be8912c-c202-4656-89a5-8d6db4b52205,2747.0,3047b50e-4c1b-4f00-ab58-558fed4eca46,QAT,0.0,2024-08-30,,last_month,,People's Telecom,False
66,f27c1cb9-7394-4b68-b329-b82bcb6bca29,2024-08-30,a910f15c-52a2-4d5c-8c9f-0f83a2ff9767,1519.0,c2e48e72-70b4-4194-80eb-bb7fcb2c1fb3,QAT,0.0,2024-08-30,,last_month,,Viva Store,False
67,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-08-30,8d4388c0-df3c-4995-b85a-18d014c8559e,397.0,b761721f-ac66-4f54-92bc-6b8ea2b86cb9,QAT,0.0,2024-08-30,,last_month,,Store 974,False
68,f27c1cb9-7394-4b68-b329-b82bcb6bca29,2024-08-31,1731ffe8-4249-440d-b895-ed38eef9a701,1699.0,c0134840-219f-43a5-90c1-313119d64b90,QAT,1.0,2024-08-31,,last_month,,Viva Store,False
69,f27c1cb9-7394-4b68-b329-b82bcb6bca29,2024-08-31,387d6214-cc89-4d62-a7b2-5c9a8e9f0270,1699.0,5a8dbfa5-c40d-4476-84f2-29fbda75b8af,QAT,0.0,2024-08-31,,last_month,,Viva Store,False
70,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-08-31,20d958bc-a66b-4b7d-95d7-68a7c31b6826,3799.0,3285c37f-bc0e-4ff8-a8f9-9d0fb4ef1d8e,QAT,0.0,2024-08-31,,last_month,,People's Telecom,False
71,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-03,67fee892-4a3f-4b92-93ea-5b7ef890c6bb,1589.0,49876179-eeb8-4ad0-b3ac-d6c635f15d38,QAT,0.0,2024-09-03,,current_month,current_month,People's Telecom,False
72,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-05,6d793121-8eab-44be-8555-dcd6f0ea4c08,300.0,cede038b-1d6d-4fa5-8b7c-87c37b9ba6a3,QAT,1.0,2024-09-05,,current_month,current_month,People's Telecom,False
73,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-03,1a9836ea-ca5b-4dc2-8f5b-fe70662ae4cf,869.0,941add44-950f-4ad3-8488-efaba38c5ff6,QAT,0.0,2024-09-03,,current_month,current_month,People's Telecom,False
74,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-04,70d0ee90-b24e-4d9b-b9ef-3962c46f6c6f,4000.0,7080927a-b006-4f5f-8524-2cd081c71099,QAT,1.0,2024-09-04,,current_month,current_month,People's Telecom,False
75,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-07,738dfc26-057d-4302-a100-9678389c40b9,4000.0,70d95923-0de5-4b98-8634-ba18aa8a9cbe,QAT,1.0,2024-09-07,,current_month,current_month,People's Telecom,False
76,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-08,cbb5f802-0daf-4d4f-88c8-9ff205b5a1d9,769.0,bc90dfed-a956-450e-81e9-01835477ab34,QAT,0.0,2024-09-08,,current_month,current_month,People's Telecom,False
77,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-08,fbd6f8bf-4f95-4dae-b24b-766ba042ff21,3699.0,1ba46b72-b591-4d6b-b658-1c1a9cb18b5b,QAT,1.0,2024-09-08,,current_month,current_month,People's Telecom,False
78,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-09,6c58a5af-f73b-4d1f-aa36-e0dd5a413a2d,2000.0,4fcf3658-06dd-498c-8ee4-584546cd55f1,QAT,0.0,2024-09-09,,current_month,current_month,People's Telecom,False
79,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-08,b77a4f37-ddfa-4100-bcc6-361cbcdc853e,3799.0,96e2eb8a-0f6c-4353-a8aa-1f1c36dc6e3c,QAT,0.0,2024-09-08,,current_month,current_month,People's Telecom,False
80,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-09,7c2ac8c7-914d-4d75-b44c-e51c6119b949,1000.0,70d95923-0de5-4b98-8634-ba18aa8a9cbe,QAT,0.0,2024-09-09,,current_month,current_month,People's Telecom,False
81,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-09,f11f9852-43c9-4761-9e4d-2487fc9637b2,459.0,4fcf3658-06dd-498c-8ee4-584546cd55f1,QAT,0.0,2024-09-09,,current_month,current_month,People's Telecom,False
82,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-10,3b01fa2e-a1c9-4600-9377-39db8084eb24,367.0,59e87bc7-7d81-4e29-a656-ef84db5f3e3e,QAT,0.0,2024-09-10,,current_month,current_month,People's Telecom,False
83,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-11,b8379596-5e70-4647-a31b-10f63a87af9e,699.0,348efa9a-f438-4eaf-a583-d3e3330638c8,QAT,0.0,2024-09-11,,current_month,current_month,People's Telecom,False
84,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,4f9442d0-7d58-413e-b001-9787838a7099,838.0,42a22e7d-775d-4de6-a9b1-6c632eb1e6b0,QAT,0.0,2024-09-12,,current_month,current_month,People's Telecom,False
85,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,0ffcc53c-0f4e-480b-8d2a-2f6739523ed7,1989.0,9e2a2075-5e40-40b6-b866-a7a6a1ce4d04,QAT,1.0,2024-09-12,,current_month,current_month,People's Telecom,False
86,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,8258e35d-c102-41e0-8fe8-9fa7cc02f18c,329.0,7e4f6abe-8e5b-42a4-aac1-3325edb30caa,QAT,1.0,2024-09-12,,current_month,current_month,People's Telecom,False
87,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,33e7e21f-a569-4ca9-94d8-097b9459f34a,419.0,11de8104-7a55-4933-b7b6-e91b05fe97a6,QAT,0.0,2024-09-12,,current_month,current_month,People's Telecom,False
88,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,e564979b-26b1-4392-859e-aae79f3d3061,439.0,11612e9a-ab19-4ac0-b3b4-5a87dcbe677e,QAT,1.0,2024-09-12,,current_month,current_month,People's Telecom,False
89,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,60c5e118-36d1-40d4-9ff7-1488a76cb438,348.0,7acaafa3-cc8b-4286-8751-6a5061c8b2a6,QAT,1.0,2024-09-12,,current_month,current_month,People's Telecom,False
90,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,f172f5cd-a744-4fef-9c6a-b6f031e20e22,439.0,147d2ddf-e0bb-4bba-bbed-9728d151c804,QAT,0.0,2024-09-12,,current_month,current_month,People's Telecom,False
91,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,f0d4e093-dd01-43dd-a821-efb608548f97,329.0,f76961cf-9666-44d6-b9de-1c87c4e0f7e1,QAT,0.0,2024-09-12,,current_month,current_month,People's Telecom,False
92,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-12,fd902b26-45c3-4edb-bcdd-8d3f4d1ceb05,358.0,4e81ccfe-f09e-4d96-9840-825067ca9f7f,QAT,0.0,2024-09-12,,current_month,current_month,People's Telecom,False
93,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-13,28150e60-1029-4986-bb90-53cc62b37847,338.0,9f81b5c0-a27b-470b-988e-e397d75667a0,QAT,0.0,2024-09-13,,current_month,current_month,People's Telecom,False
94,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-13,8bc1e343-ed68-4923-90ee-56f39dda2625,439.0,e3fec868-eed1-4316-967b-2ce1fb37670c,QAT,0.0,2024-09-13,,current_month,current_month,People's Telecom,False
95,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-13,c95f783e-f2eb-461a-a981-ae5fa0a8f084,457.0,253b3c93-25b9-42cd-a700-47e6ecd37a7e,QAT,0.0,2024-09-13,,current_month,current_month,People's Telecom,False
96,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-09-13,bef9ec8a-982d-47f3-a8bf-26f8915202f2,1278.0,267afe0d-cc69-4b8e-b635-b7a463971313,QAT,1.0,2024-09-13,,current_month,current_month,Store 974,False
97,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-14,5e43f00b-4768-45b1-88e7-d4f2fc32f961,578.0,220ba1f7-effa-4311-9e10-4ecc06e268d4,QAT,0.0,2024-09-14,,current_month,current_month,People's Telecom,False
98,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,2024-09-15,e916a1db-8b86-4500-8da2-49af579df5d7,478.0,b30b5155-b968-424e-8a50-9c7a1eaaf1f4,QAT,1.0,2024-09-15,today,current_month,current_month,Store 974,False
99,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-14,8ff0a5da-3f3f-4200-a297-1cc96a131b28,2800.0,49876179-eeb8-4ad0-b3ac-d6c635f15d38,QAT,0.0,2024-09-14,,current_month,current_month,People's Telecom,False
100,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-14,d4e4c5b3-b831-4822-8892-e079f2ed0ea0,700.0,49876179-eeb8-4ad0-b3ac-d6c635f15d38,QAT,0.0,2024-09-14,,current_month,current_month,People's Telecom,False
101,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-15,09921c02-42a3-440a-89df-77936084f845,529.0,4b1a50ea-bc9d-4e2a-92c8-271c97c59111,QAT,1.0,2024-09-15,today,current_month,current_month,People's Telecom,False
102,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-15,2e54d7f5-59c8-4e6b-b347-3b1bc6b3298a,457.0,2bfd799a-461f-4f05-b964-f2b759698d7e,QAT,0.0,2024-09-15,today,current_month,current_month,People's Telecom,False
103,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,2024-09-15,6083ce45-8a9f-4963-a9a6-c477b7464b89,809.0,af785f14-918a-415d-8dbf-5b4c234e7973,QAT,0.0,2024-09-15,today,current_month,current_month,People's Telecom,False
